,Model_Name,Enocding_Type,Clustering_Algorithm,Clusters,Silhouette_Score,Survival_Pval,Cluster_score
0,L3SGConv,final,KMEANS,2,0.7222981656351619,0.4087124349668855,0.12847415120394914
1,L3SGConv,final,KMEANS,3,0.744503375676162,0.010576450991478963,0.0075021660656575204
2,L3SGConv,final,KMEANS,4,0.6888440193013016,0.015286791985016061,0.006422020039619817
3,L3SGConv,final,KMEANS,5,0.5738291473124026,0.03725295910127072,0.005927764206712666
4,L3SGConv,final,KMEANS,6,0.5292195801126537,0.02669518620472683,0.005283237090228645
5,L3SGConv,final,PAM,2,0.7377983331680298,0.7246925533237565,0.13933112172822654
6,L3SGConv,final,PAM,3,0.5656914114952087,0.29513929439131953,0.08112466952890839
7,L3SGConv,final,PAM,4,0.5563042163848877,0.7842706869019423,0.029411285809654478
8,L3SGConv,final,PAM,5,0.5718250274658203,0.46756523868618727,0.01944491151411617
9,L3SGConv,final,PAM,6,0.5641302466392517,0.6130692878916811,0.005458445679524539
10,L3SGConv,final,COMMONNN,7,-0.3598286739364406,0.8222257647804448,0.0018149579062420485
11,L3SGConv,final,AGGLOMERATIVE_CLUSTERING,2,0.728795802076904,0.06228780319969785,0.10523642481865367
12,L3SGConv,final,AGGLOMERATIVE_CLUSTERING,3,0.7500168592669929,0.002764678125013135,0.007406705943627865
13,L3SGConv,final,AGGLOMERATIVE_CLUSTERING,4,0.5557857731549889,0.006698933809828877,0.007192992251932091
14,L3SGConv,final,AGGLOMERATIVE_CLUSTERING,5,0.5511472367502324,0.015102860694965302,0.005999295357063653
15,L3SGConv,final,AGGLOMERATIVE_CLUSTERING,6,0.5256529268788884,0.030481998493830292,0.0055809510627353315
16,L3SGConv,final,BRICH,2,0.7121058106422424,0.5188081583070266,0.05266583070109998
17,L3SGConv,final,BRICH,3,0.6847741007804871,0.6903930636667442,0.03947711005546249
18,L3SGConv,final,BRICH,4,0.6730383038520813,0.7876675989331612,0.010498405120337121
19,L3SGConv,final,BRICH,5,0.6249066591262817,0.6270036615784785,0.008800261014544376
20,L3SGConv,final,BRICH,6,0.6184098720550537,0.6304705827058046,0.0051782260876916736
21,L3SGConv,final,DBSCAN,2,-0.12423789068955012,0.8004741669118886,0.12847415120394914
22,L3SGConv,final,MEANSHIFT,7,0.6823234661953694,0.11484360798593997,0.001313003237454061
23,L3SGConv,final,SPECTRAL_CLUSTERING,2,0.8223277685325483,0.0035138969588393116,0.007904636434342312
24,L3SGConv,final,SPECTRAL_CLUSTERING,3,0.7600310206540873,0.010132996195089632,0.005283332165249691
25,L3SGConv,final,SPECTRAL_CLUSTERING,4,0.7261208704222021,0.007824637164762921,0.0050327715856180386
26,L3SGConv,final,SPECTRAL_CLUSTERING,5,0.6861532431579737,0.03897204015102443,0.0020966547941427185
27,L3SGConv,final,SPECTRAL_CLUSTERING,6,0.6679796209273281,0.02208987669155404,0.0019534139602384922
28,L3SGConv,final,GAUSSIAN_MIXTURE,2,0.7222981656351619,0.4087124349668855,0.12847415120394914
29,L3SGConv,final,GAUSSIAN_MIXTURE,3,0.5623824372804153,0.17015617730923652,0.06607431161111638
30,L3SGConv,final,GAUSSIAN_MIXTURE,4,0.6888440193013016,0.015286791985016061,0.006422020039619817
31,L3SGConv,final,GAUSSIAN_MIXTURE,5,0.5620625779898155,0.027100271091196435,0.005661053837751657
32,L3SGConv,final,GAUSSIAN_MIXTURE,6,0.5225468273990157,0.03195518781628312,0.005262866519125368
0,L3SGConv,alsnmf,KMEANS,2,0.7566851804701162,0.7246925533237565,0.13933112172822654
1,L3SGConv,alsnmf,KMEANS,3,0.6588934183601917,0.36089552002276076,0.07294172527046341
2,L3SGConv,alsnmf,KMEANS,4,0.6597328864783798,0.49734077676086896,0.021178870307552732
3,L3SGConv,alsnmf,KMEANS,5,0.6322063643717756,0.6088803687559994,0.017227565245908932
4,L3SGConv,alsnmf,KMEANS,6,0.6295925402045724,0.7253359585141017,0.009265185290627309
5,L3SGConv,alsnmf,PAM,2,0.7279537916183472,0.5107341588625258,0.17552102347581786
6,L3SGConv,alsnmf,PAM,3,0.614555835723877,0.9223399375491131,0.0882593656382223
7,L3SGConv,alsnmf,PAM,4,0.5951651334762573,0.15065165338469141,0.043989094073237894
8,L3SGConv,alsnmf,PAM,5,0.6213319301605225,0.3706667803990431,0.031448196134508194
9,L3SGConv,alsnmf,PAM,6,0.6041680574417114,0.07254780783552854,0.017413114422781553
10,L3SGConv,alsnmf,COMMONNN,14,0.5402779353404417,0.06348092604198516,0.001103644454386311
11,L3SGConv,alsnmf,AFFINITY_PROPAGATION,10,0.588300347328186,0.07048534970823532,0.006271039658628164
12,L3SGConv,alsnmf,AGGLOMERATIVE_CLUSTERING,2,0.7497709260051103,0.23099708097525623,0.1021888541451723
13,L3SGConv,alsnmf,AGGLOMERATIVE_CLUSTERING,3,0.6532466438818947,0.48781605595049515,0.0692075671155304
14,L3SGConv,alsnmf,AGGLOMERATIVE_CLUSTERING,4,0.6519789339395323,0.6576717627752295,0.012725218133884405
15,L3SGConv,alsnmf,AGGLOMERATIVE_CLUSTERING,5,0.610864543559603,0.8071038105340318,0.010918248255058936
16,L3SGConv,alsnmf,AGGLOMERATIVE_CLUSTERING,6,0.5693623921316608,0.787981438646323,0.01039276367241593
17,L3SGConv,alsnmf,BRICH,2,0.7307311296463013,0.4265621396323189,0.1711083951048396
18,L3SGConv,alsnmf,BRICH,3,0.6761661767959595,0.05956385451378036,0.051047414296343324
19,L3SGConv,alsnmf,BRICH,4,0.6158422231674194,0.13042101276373258,0.03642329576940295
20,L3SGConv,alsnmf,BRICH,5,0.5979430079460144,0.22710933194399668,0.013976990348754771
21,L3SGConv,alsnmf,BRICH,6,0.5994784235954285,0.3318517071411838,0.013084030816755273
22,L3SGConv,alsnmf,DBSCAN,3,0.5217599593976965,0.7771948411907845,0.0715627868398139
23,L3SGConv,alsnmf,MEANSHIFT,6,0.6960539916450491,0.06537978711183685,0.0020429375832249665
24,L3SGConv,alsnmf,SPECTRAL_CLUSTERING,2,0.7577786744309978,0.4563517321771271,0.13666449738893033
25,L3SGConv,alsnmf,SPECTRAL_CLUSTERING,3,0.580985690914818,0.8112548992004467,0.04155667333858434
26,L3SGConv,alsnmf,SPECTRAL_CLUSTERING,4,0.4204625593237779,0.4260510562254819,0.03467166396584604
27,L3SGConv,alsnmf,SPECTRAL_CLUSTERING,5,0.2794859503093587,0.5564186399222547,0.003572818189123241
28,L3SGConv,alsnmf,SPECTRAL_CLUSTERING,6,0.2813956387095502,0.6792049390374195,0.0018881660210797399
29,L3SGConv,alsnmf,GAUSSIAN_MIXTURE,2,0.7253574486572654,0.4565074931681794,0.17980666973540102
30,L3SGConv,alsnmf,GAUSSIAN_MIXTURE,3,0.5750451060622244,0.21295782912401862,0.08197944523276755
31,L3SGConv,alsnmf,GAUSSIAN_MIXTURE,4,0.5069364728917294,0.6462934921483234,0.026218968243942892
32,L3SGConv,alsnmf,GAUSSIAN_MIXTURE,5,0.5561767480439483,0.626189104787348,0.01852491188458686
33,L3SGConv,alsnmf,GAUSSIAN_MIXTURE,6,0.5520733844334059,0.7685896914464396,0.007950684661445852
0,L3SGConv,nmf,KMEANS,2,0.7731933292359561,0.4087124349668855,0.12847415120394914
1,L3SGConv,nmf,KMEANS,3,0.7310538544500432,0.4025526716972722,0.03203690586609244
2,L3SGConv,nmf,KMEANS,4,0.6148539430127917,0.6204404520218485,0.02363500116549264
3,L3SGConv,nmf,KMEANS,5,0.617782894753216,0.6992409529441959,0.008817869556305357
4,L3SGConv,nmf,KMEANS,6,0.5914245572745821,0.4878328253072176,0.0077555909863522236
5,L3SGConv,nmf,PAM,2,0.7722392082214355,0.5919007768717705,0.13396612752178536
6,L3SGConv,nmf,PAM,3,0.7589412927627563,0.5606121784466517,0.02250491704069797
7,L3SGConv,nmf,PAM,4,0.6013055443763733,0.7270436940493206,0.020316874157132955
8,L3SGConv,nmf,PAM,5,0.6130672693252563,0.764744889991286,0.00883628806766629
9,L3SGConv,nmf,PAM,6,0.6133827567100525,0.6263659326165545,0.007924959799388355
10,L3SGConv,nmf,COMMONNN,4,0.49941182579241317,0.02694052312928042,0.002168298298844607
11,L3SGConv,nmf,AGGLOMERATIVE_CLUSTERING,2,0.7755800807217904,0.1305738528584967,0.1141886636720052
12,L3SGConv,nmf,AGGLOMERATIVE_CLUSTERING,3,0.723348986429881,0.26312517942735314,0.028265635682123577
13,L3SGConv,nmf,AGGLOMERATIVE_CLUSTERING,4,0.6131277023079835,0.4247350008020906,0.024922982417675786
14,L3SGConv,nmf,AGGLOMERATIVE_CLUSTERING,5,0.6212621177376669,0.5931265452352549,0.008627192031302645
15,L3SGConv,nmf,AGGLOMERATIVE_CLUSTERING,6,0.5903935559639678,0.45411016261441506,0.0071559632324572475
16,L3SGConv,nmf,BRICH,2,0.776786744594574,0.17768807301306314,0.04190409676036888
17,L3SGConv,nmf,BRICH,3,0.7412973642349243,0.26312517942735314,0.028265635682123577
18,L3SGConv,nmf,BRICH,4,0.7491388320922852,0.4453060268050385,0.008995425922914035
19,L3SGConv,nmf,BRICH,5,0.6586974859237671,0.48899487590439517,0.008114069115974872
20,L3SGConv,nmf,BRICH,6,0.6585226655006409,0.6343923948063752,0.0025306243950200856
21,L3SGConv,nmf,DBSCAN,2,0.7889664834002272,0.5291671339725639,0.003968190981095538
22,L3SGConv,nmf,MEANSHIFT,6,0.6919312482265756,0.06739931543393454,0.0019944014365509554
23,L3SGConv,nmf,SPECTRAL_CLUSTERING,2,0.7731933292359561,0.4087124349668855,0.12847415120394914
24,L3SGConv,nmf,SPECTRAL_CLUSTERING,3,0.6926702074439526,0.010576450991478963,0.0075021660656575204
25,L3SGConv,nmf,SPECTRAL_CLUSTERING,4,0.15154640782342102,0.02785525432881372,0.002602130355644047
26,L3SGConv,nmf,SPECTRAL_CLUSTERING,5,0.15402245972148548,0.05809338419688647,0.0015740440882970953
27,L3SGConv,nmf,SPECTRAL_CLUSTERING,6,0.13329963695292624,0.10022603469580835,0.0011282708649458062
28,L3SGConv,nmf,GAUSSIAN_MIXTURE,2,0.7223888189290879,0.4543452451550153,0.16656878462246633
29,L3SGConv,nmf,GAUSSIAN_MIXTURE,3,0.6952116991020039,0.3176586959006836,0.03394533895840088
30,L3SGConv,nmf,GAUSSIAN_MIXTURE,4,0.6125285109641557,0.604886171527709,0.02679604567749773
31,L3SGConv,nmf,GAUSSIAN_MIXTURE,5,0.5781177999114105,0.036935597235880496,0.003401725433251443
32,L3SGConv,nmf,GAUSSIAN_MIXTURE,6,0.5837840754875171,0.43498246185660383,0.007233155512260692
0,L3SGConv,fpdnmf,KMEANS,2,0.7493426327440766,0.49135393513860204,0.13123601212679165
1,L3SGConv,fpdnmf,KMEANS,3,0.6134525455663177,0.3613676797025512,0.07248140794781714
2,L3SGConv,fpdnmf,KMEANS,4,0.6104112587915925,0.47689761819233634,0.021276095563693607
3,L3SGConv,fpdnmf,KMEANS,5,0.6061935697048337,0.3789495022510209,0.01750423656684455
4,L3SGConv,fpdnmf,KMEANS,6,0.620534527551828,0.7401128249663758,0.015177472904958267
5,L3SGConv,fpdnmf,PAM,2,0.5667624473571777,0.5617427363680703,0.2276789257313376
6,L3SGConv,fpdnmf,PAM,3,0.5778539776802063,0.8866126154710454,0.09457165775164082
7,L3SGConv,fpdnmf,PAM,4,0.5993831753730774,0.26171328245635733,0.04547517065654777
8,L3SGConv,fpdnmf,PAM,5,0.6144452095031738,0.2645921238681298,0.033574566138798737
9,L3SGConv,fpdnmf,PAM,6,0.5896937847137451,0.4064785684850401,0.01742653380380926
10,L3SGConv,fpdnmf,COMMONNN,33,0.32818256365005727,3.2457342475265084e-05,0.0004002115020723058
11,L3SGConv,fpdnmf,AFFINITY_PROPAGATION,10,0.6143655776977539,0.1730994016604514,0.008065006559119457
12,L3SGConv,fpdnmf,AGGLOMERATIVE_CLUSTERING,2,0.713658028161554,0.4265621396323189,0.1711083951048396
13,L3SGConv,fpdnmf,AGGLOMERATIVE_CLUSTERING,3,0.638163171125841,0.4873795058453295,0.051047414296343324
14,L3SGConv,fpdnmf,AGGLOMERATIVE_CLUSTERING,4,0.5722753923213779,0.6279599203574024,0.04253610211145289
15,L3SGConv,fpdnmf,AGGLOMERATIVE_CLUSTERING,5,0.5806122662550632,0.7518683954176646,0.011409759149800193
16,L3SGConv,fpdnmf,AGGLOMERATIVE_CLUSTERING,6,0.6085450396328453,0.8557267730058551,0.01039195852192068
17,L3SGConv,fpdnmf,BRICH,2,0.6481144428253174,0.4265621396323189,0.1711083951048396
18,L3SGConv,fpdnmf,BRICH,3,0.5719498991966248,0.05956385451378036,0.051047414296343324
19,L3SGConv,fpdnmf,BRICH,4,0.6018591523170471,0.1258316526330735,0.04267765123905653
20,L3SGConv,fpdnmf,BRICH,5,0.6045165061950684,0.21985590374526687,0.03135695428257144
21,L3SGConv,fpdnmf,BRICH,6,0.6023643612861633,0.06714838154552684,0.017173021131430138
22,L3SGConv,fpdnmf,DBSCAN,8,0.24949678172124984,0.28946263587395166,0.00872433530694129
23,L3SGConv,fpdnmf,MEANSHIFT,5,0.675435723115534,0.7916305387358475,0.002742477415215036
24,L3SGConv,fpdnmf,SPECTRAL_CLUSTERING,2,0.7487903198469062,0.23099708097525623,0.1021888541451723
25,L3SGConv,fpdnmf,SPECTRAL_CLUSTERING,3,0.6960991835299949,0.5781133037037881,0.01769892325530155
26,L3SGConv,fpdnmf,SPECTRAL_CLUSTERING,4,0.5289604420189137,0.48052589333817486,0.013196243916562054
27,L3SGConv,fpdnmf,SPECTRAL_CLUSTERING,5,0.5387374227178076,0.6069277870987622,0.012116848542206734
28,L3SGConv,fpdnmf,SPECTRAL_CLUSTERING,6,0.2785775418021299,0.7188760871345111,0.0031149103209733263
29,L3SGConv,fpdnmf,GAUSSIAN_MIXTURE,2,0.6759206308906677,0.36519674219911535,0.18799701592038223
30,L3SGConv,fpdnmf,GAUSSIAN_MIXTURE,3,0.5389354224312849,0.4683846864780443,0.030825612065684307
31,L3SGConv,fpdnmf,GAUSSIAN_MIXTURE,4,0.6071230188521857,0.48444324635708347,0.0228127732135923
32,L3SGConv,fpdnmf,GAUSSIAN_MIXTURE,5,0.5975896397318432,0.43575964512447385,0.018557997694161967
33,L3SGConv,fpdnmf,GAUSSIAN_MIXTURE,6,0.5805107136621283,0.34411393010070096,0.009378200656529823
0,L3SGConv,pnmf,KMEANS,2,0.7730442622916794,0.4087124349668855,0.12847415120394914
1,L3SGConv,pnmf,KMEANS,3,0.7314036101947496,0.4025526716972722,0.03203690586609244
2,L3SGConv,pnmf,KMEANS,4,0.6144427510899131,0.6204404520218485,0.02363500116549264
3,L3SGConv,pnmf,KMEANS,5,0.6173378213926469,0.6992409529441959,0.008817869556305357
4,L3SGConv,pnmf,KMEANS,6,0.5936005972775191,0.4857604797227518,0.007758514193219074
5,L3SGConv,pnmf,PAM,2,0.7735101580619812,0.5919007768717705,0.13396612752178536
6,L3SGConv,pnmf,PAM,3,0.7530717253684998,0.4021182580596372,0.030883178694617507
