,Model_Name,Enocding_Type,Clustering_Algorithm,Clusters,Silhouette_Score,Survival_Pval,Cluster_score
0,L3SGConv,final,AGGLOMERATIVE_CLUSTERING,2,0.0,0.7298415681125254,0.003968190981095538
1,L3SGConv,final,AGGLOMERATIVE_CLUSTERING,3,0.0,0.7723589479841588,0.0019880398246692587
2,L3SGConv,final,AGGLOMERATIVE_CLUSTERING,4,0.0,0.8945734913691241,0.0013262386694831412
3,L3SGConv,final,AGGLOMERATIVE_CLUSTERING,5,0.0,0.8924419035249879,0.0009950088422850559
4,L3SGConv,final,AGGLOMERATIVE_CLUSTERING,6,0.0,0.9265614110162275,0.0007961654600121043
5,L3SGConv,final,SPECTRAL_CLUSTERING,2,0.0,0.7298415681125254,0.003968190981095538
6,L3SGConv,final,SPECTRAL_CLUSTERING,3,0.0,0.4063731991251447,0.030285469691482006
7,L3SGConv,final,SPECTRAL_CLUSTERING,4,0.0,0.004199340277509435,0.01415246509574637
8,L3SGConv,final,SPECTRAL_CLUSTERING,5,0.0,0.1493087626774383,0.005732287294298359
9,L3SGConv,final,SPECTRAL_CLUSTERING,6,0.0,0.4733322976065042,0.005348428342888694
0,L3SGConv,alsnmf,AGGLOMERATIVE_CLUSTERING,2,0.0,0.7298415681125254,0.003968190981095538
1,L3SGConv,alsnmf,AGGLOMERATIVE_CLUSTERING,3,0.0,0.7723589479841588,0.0019880398246692587
2,L3SGConv,alsnmf,AGGLOMERATIVE_CLUSTERING,4,0.0,0.8945734913691241,0.0013262386694831412
3,L3SGConv,alsnmf,AGGLOMERATIVE_CLUSTERING,5,0.0,0.8924419035249879,0.0009950088422850559
4,L3SGConv,alsnmf,AGGLOMERATIVE_CLUSTERING,6,0.0,0.9265614110162275,0.0007961654600121043
5,L3SGConv,alsnmf,SPECTRAL_CLUSTERING,2,0.0,0.8709233817586355,0.027110680782844718
6,L3SGConv,alsnmf,SPECTRAL_CLUSTERING,3,0.0,0.00014476690810204864,0.008294260227702927
7,L3SGConv,alsnmf,SPECTRAL_CLUSTERING,4,0.0,0.3273841425968236,0.008864418715742714
8,L3SGConv,alsnmf,SPECTRAL_CLUSTERING,5,0.0,0.4431893347439062,0.004326122169871943
9,L3SGConv,alsnmf,SPECTRAL_CLUSTERING,6,0.0,0.9985007462333803,0.0028209970054252353
0,L3SGConv,nmf,AGGLOMERATIVE_CLUSTERING,2,0.0,0.7298415681125254,0.003968190981095538
1,L3SGConv,nmf,AGGLOMERATIVE_CLUSTERING,3,0.0,0.7723589479841588,0.0019880398246692587
2,L3SGConv,nmf,AGGLOMERATIVE_CLUSTERING,4,0.0,0.8945734913691241,0.0013262386694831412
3,L3SGConv,nmf,AGGLOMERATIVE_CLUSTERING,5,0.0,0.8924419035249879,0.0009950088422850559
4,L3SGConv,nmf,AGGLOMERATIVE_CLUSTERING,6,0.0,0.9265614110162275,0.0007961654600121043
5,L3SGConv,nmf,SPECTRAL_CLUSTERING,2,0.0,0.8055448084539547,0.003968190981095538
