,Model_Name,Enocding_Type,Clustering_Algorithm,Clusters,Silhouette_Score,Survival_Pval,Cluster_score
0,L3ARMAConv,final,KMEANS,2,0.18301323118487692,0.3002078111499693,0.24856748305582452
1,L3ARMAConv,final,KMEANS,3,0.19284834698665965,0.5042147024448254,0.034155184095451444
2,L3ARMAConv,final,KMEANS,4,0.1322540887348618,0.6082897146334956,0.02812995096556942
3,L3ARMAConv,final,KMEANS,5,0.12030291631170324,0.313621056265813,0.017309198922123153
4,L3ARMAConv,final,KMEANS,6,0.13720591343097405,0.37784903794327884,0.010308288548467518
5,L3ARMAConv,final,PAM,2,0.4636100232601166,0.4038188110826997,0.24513896604815796
6,L3ARMAConv,final,PAM,3,0.4875129461288452,0.4709711202733884,0.07074142454571956
7,L3ARMAConv,final,PAM,4,0.4487156867980957,0.31111156463505946,0.04077112515969203
8,L3ARMAConv,final,PAM,5,0.4037618041038513,0.3471022629862137,0.029439821226991715
9,L3ARMAConv,final,PAM,6,0.38421303033828735,0.8917972618780373,0.016749108756013716
10,L3ARMAConv,final,COMMONNN,2,-0.09399591593449698,0.3338389041863432,0.011809336359740321
11,L3ARMAConv,final,AFFINITY_PROPAGATION,14,0.34850430488586426,0.9329415309833641,0.002098674579444782
12,L3ARMAConv,final,AGGLOMERATIVE_CLUSTERING,2,0.1814423617334458,0.6985639063377482,0.2498055586419263
13,L3ARMAConv,final,AGGLOMERATIVE_CLUSTERING,3,0.18726367367717345,0.5600500369463542,0.02500907329998148
14,L3ARMAConv,final,AGGLOMERATIVE_CLUSTERING,4,0.18711340357693806,0.2142341462688215,0.020546231561055294
15,L3ARMAConv,final,AGGLOMERATIVE_CLUSTERING,5,0.08359420855161297,0.24085030329824342,0.018319116053942257
16,L3ARMAConv,final,AGGLOMERATIVE_CLUSTERING,6,0.09155514929520939,0.3587595131218373,0.012719886679198857
17,L3ARMAConv,final,BRICH,2,0.5313293933868408,0.16553712683514474,0.056189584292312814
18,L3ARMAConv,final,BRICH,3,0.4619860351085663,0.24919566318044664,0.047301958244759475
19,L3ARMAConv,final,BRICH,4,0.4457833170890808,0.42695659649714335,0.013489876570305944
20,L3ARMAConv,final,BRICH,5,0.42409420013427734,0.5109379061452151,0.012558274341928941
21,L3ARMAConv,final,BRICH,6,0.41008907556533813,0.6557428997241538,0.01032564073596702
22,L3ARMAConv,final,MEANSHIFT,18,0.1404548192095791,0.12685540475995266,0.00030363581910696863
23,L3ARMAConv,final,SPECTRAL_CLUSTERING,2,0.4397990558938416,0.2909508583157734,0.027110680782844718
24,L3ARMAConv,final,SPECTRAL_CLUSTERING,3,0.38128605575707564,0.5725766499620406,0.005658390883497443
25,L3ARMAConv,final,SPECTRAL_CLUSTERING,4,0.19213888484818675,0.6154672352047741,0.005561270361104423
26,L3ARMAConv,final,SPECTRAL_CLUSTERING,5,0.30609312780846215,0.8750454738271063,0.0018075289204627276
27,L3ARMAConv,final,SPECTRAL_CLUSTERING,6,0.3065631144824094,0.9430913184136593,0.0012243026618422707
28,L3ARMAConv,final,GAUSSIAN_MIXTURE,2,0.18407957385375143,0.2599335729496745,0.2491071570292535
29,L3ARMAConv,final,GAUSSIAN_MIXTURE,3,0.19284834698665965,0.5042147024448254,0.034155184095451444
30,L3ARMAConv,final,GAUSSIAN_MIXTURE,4,0.1488373908183681,0.6530144211939992,0.024236498868538084
31,L3ARMAConv,final,GAUSSIAN_MIXTURE,5,0.1687102862453677,0.5824984082284442,0.011758287460684571
32,L3ARMAConv,final,GAUSSIAN_MIXTURE,6,0.09632421480873125,0.41693679601760336,0.01667895842532394
0,L3ARMAConv,alsnmf,KMEANS,2,0.5684174473560613,0.9705819499680849,0.24999603180901891
1,L3ARMAConv,alsnmf,KMEANS,3,0.5237992315701574,0.7904976073618237,0.09048606883404521
2,L3ARMAConv,alsnmf,KMEANS,4,0.5404573544485756,0.7560919184634153,0.04859319378617829
3,L3ARMAConv,alsnmf,KMEANS,5,0.5278606182576897,0.7175888281833583,0.019994805962201607
4,L3ARMAConv,alsnmf,KMEANS,6,0.486742020798646,0.753354007101204,0.01691897486771272
5,L3ARMAConv,alsnmf,PAM,2,0.5964336395263672,0.1824815683759095,0.2311074427390041
6,L3ARMAConv,alsnmf,PAM,3,0.5165737271308899,0.5687175069268311,0.10716957497520835
7,L3ARMAConv,alsnmf,PAM,4,0.43803882598876953,0.6901606212474904,0.05822588494515914
8,L3ARMAConv,alsnmf,PAM,5,0.49753111600875854,0.749022697945793,0.031263481107417466
9,L3ARMAConv,alsnmf,PAM,6,0.42431527376174927,0.6602759098209405,0.0272710072590391
10,L3ARMAConv,alsnmf,COMMONNN,11,-0.10063747743362231,0.0030482699285324447,0.001118466538585182
11,L3ARMAConv,alsnmf,AFFINITY_PROPAGATION,11,0.5005786418914795,0.8781031674696415,0.004727867075300834
12,L3ARMAConv,alsnmf,AGGLOMERATIVE_CLUSTERING,2,0.51675746794265,0.6220829869670179,0.23323439310487135
13,L3ARMAConv,alsnmf,AGGLOMERATIVE_CLUSTERING,3,0.5079552586117158,0.40511574756948976,0.11040658920859489
14,L3ARMAConv,alsnmf,AGGLOMERATIVE_CLUSTERING,4,0.5269345803102384,0.4528950577564147,0.02457820913280321
15,L3ARMAConv,alsnmf,AGGLOMERATIVE_CLUSTERING,5,0.47403371282877343,0.6095724031201905,0.020068966242418874
16,L3ARMAConv,alsnmf,AGGLOMERATIVE_CLUSTERING,6,0.45477728511557325,0.6854871246414601,0.016820238263708626
17,L3ARMAConv,alsnmf,BRICH,2,0.5978316068649292,0.16122397327796295,0.22647259567308456
18,L3ARMAConv,alsnmf,BRICH,3,0.4997263550758362,0.30471254636480966,0.10188462302807771
19,L3ARMAConv,alsnmf,BRICH,4,0.5038976073265076,0.42209564278618406,0.01661379549436922
20,L3ARMAConv,alsnmf,BRICH,5,0.4779260754585266,0.5622013820532274,0.014540183147730026
21,L3ARMAConv,alsnmf,BRICH,6,0.47320568561553955,0.6977377066177012,0.012726257100280847
22,L3ARMAConv,alsnmf,DBSCAN,2,0.3745902332362905,0.4118806594484934,0.11710925223409153
23,L3ARMAConv,alsnmf,MEANSHIFT,4,0.49345086206343786,0.7391034386657842,0.03943681817908439
24,L3ARMAConv,alsnmf,SPECTRAL_CLUSTERING,2,0.568189814061806,0.9979850731388833,0.24996428628117012
25,L3ARMAConv,alsnmf,SPECTRAL_CLUSTERING,3,0.5027261857680215,0.3580263218165927,0.0673671450068668
26,L3ARMAConv,alsnmf,SPECTRAL_CLUSTERING,4,0.19611447030087426,0.46836901865509906,0.0037614316438677802
27,L3ARMAConv,alsnmf,SPECTRAL_CLUSTERING,5,0.15214447012252216,0.6036272400293982,0.0019347277746967167
28,L3ARMAConv,alsnmf,SPECTRAL_CLUSTERING,6,0.1474301436527571,0.05367653440613487,0.001302284920504325
29,L3ARMAConv,alsnmf,GAUSSIAN_MIXTURE,2,0.5691220508284754,0.6715861828527462,0.24967857653053127
30,L3ARMAConv,alsnmf,GAUSSIAN_MIXTURE,3,0.4584488523418186,0.33049268506554585,0.08209667991798242
31,L3ARMAConv,alsnmf,GAUSSIAN_MIXTURE,4,0.4599833462644149,0.21101052900666775,0.055478377333710804
32,L3ARMAConv,alsnmf,GAUSSIAN_MIXTURE,5,0.4609856080037641,0.3138726084884066,0.016384169739811483
33,L3ARMAConv,alsnmf,GAUSSIAN_MIXTURE,6,0.41449399107647616,0.26132274269928163,0.014141206718683194
0,L3ARMAConv,nmf,KMEANS,2,0.5410421427350235,0.5489818399659845,0.24951984889128745
1,L3ARMAConv,nmf,KMEANS,3,0.5070859506764984,0.366135069700544,0.07403671965161009
2,L3ARMAConv,nmf,KMEANS,4,0.4655273565752007,0.21099930386202312,0.028994887628410612
3,L3ARMAConv,nmf,KMEANS,5,0.4492075070919224,0.7428291332391483,0.012183810957980535
4,L3ARMAConv,nmf,KMEANS,6,0.41169047157796396,0.6487707642269492,0.010887641277424077
5,L3ARMAConv,nmf,PAM,2,0.5271309614181519,0.1902392266991086,0.24790082697100047
6,L3ARMAConv,nmf,PAM,3,0.5533154606819153,0.41875820726633184,0.02174779463219908
7,L3ARMAConv,nmf,PAM,4,0.5030031204223633,0.4334375554586657,0.016834796714578174
8,L3ARMAConv,nmf,PAM,5,0.5066568851470947,0.47905728075268905,0.012217825097322907
9,L3ARMAConv,nmf,PAM,6,0.44553548097610474,0.7835336575421474,0.013127381990781534
10,L3ARMAConv,nmf,COMMONNN,3,0.6056526111479391,0.8958640257310012,0.0047576683557034
11,L3ARMAConv,nmf,AGGLOMERATIVE_CLUSTERING,2,0.5254705831122981,0.22351448241812363,0.24332947096077842
12,L3ARMAConv,nmf,AGGLOMERATIVE_CLUSTERING,3,0.4275845446087607,0.44708960611987725,0.1029616473863582
13,L3ARMAConv,nmf,AGGLOMERATIVE_CLUSTERING,4,0.44787906467438376,0.6027190983293909,0.013782262674664
14,L3ARMAConv,nmf,AGGLOMERATIVE_CLUSTERING,5,0.4191432811023597,0.7405000441908461,0.012083122266401175
15,L3ARMAConv,nmf,AGGLOMERATIVE_CLUSTERING,6,0.3894083529877934,0.8526448256996142,0.010957145555013936
16,L3ARMAConv,nmf,BRICH,2,0.5333463549613953,0.37518936774003764,0.056189584292312814
17,L3ARMAConv,nmf,BRICH,3,0.5223824977874756,0.5163253091420235,0.04746703562319758
18,L3ARMAConv,nmf,BRICH,4,0.5044790506362915,0.5858035356830975,0.011123210635573248
19,L3ARMAConv,nmf,BRICH,5,0.4602763056755066,0.5104851991921642,0.010389130154353365
20,L3ARMAConv,nmf,BRICH,6,0.4699280560016632,0.6550604217224639,0.009585815785935333
21,L3ARMAConv,nmf,DBSCAN,2,0.6457698658942287,0.6390909090880574,0.019523499626990046
22,L3ARMAConv,nmf,MEANSHIFT,5,0.4745183531311382,0.3415643820487405,0.0026680651994420166
23,L3ARMAConv,nmf,SPECTRAL_CLUSTERING,2,0.5410421427350235,0.5489818399659845,0.24951984889128745
24,L3ARMAConv,nmf,SPECTRAL_CLUSTERING,3,0.3007987711269781,0.47617869446249594,0.10539056338561023
25,L3ARMAConv,nmf,SPECTRAL_CLUSTERING,4,0.06292271150679296,0.6458217126317902,0.0038397939093441306
26,L3ARMAConv,nmf,SPECTRAL_CLUSTERING,5,0.05623369623108296,0.8033322798726579,0.001955037182657345
27,L3ARMAConv,nmf,SPECTRAL_CLUSTERING,6,-0.1101372206591897,0.007671543024618105,0.0009919270513802983
28,L3ARMAConv,nmf,GAUSSIAN_MIXTURE,2,0.45429227128309435,0.2507545489583281,0.2062506944334217
29,L3ARMAConv,nmf,GAUSSIAN_MIXTURE,3,0.5296948258749962,0.16515462323529279,0.03406489537518837
30,L3ARMAConv,nmf,GAUSSIAN_MIXTURE,4,0.454555874580285,0.5422679584412746,0.013883859467957936
31,L3ARMAConv,nmf,GAUSSIAN_MIXTURE,5,0.44789889952615664,0.7892976684859654,0.011908088630916637
32,L3ARMAConv,nmf,GAUSSIAN_MIXTURE,6,0.3818868738372846,0.6025199077962385,0.010760849910715685
0,L3ARMAConv,fpdnmf,KMEANS,2,0.5737852640792377,0.712983224402636,0.24047237345438963
1,L3ARMAConv,fpdnmf,KMEANS,3,0.4820092595743534,0.2567446097871281,0.11084494972056853
2,L3ARMAConv,fpdnmf,KMEANS,4,0.4964438302552549,0.8533541693350719,0.047618723660908815
3,L3ARMAConv,fpdnmf,KMEANS,5,0.4771888113669278,0.6446189995494096,0.03313010541130316
4,L3ARMAConv,fpdnmf,KMEANS,6,0.45878305657678986,0.3370269254544986,0.021805378722684263
5,L3ARMAConv,fpdnmf,PAM,2,0.5902796983718872,0.2359300233976889,0.2288535102617419
6,L3ARMAConv,fpdnmf,PAM,3,0.5109135508537292,0.678369667721805,0.10602750289165917
7,L3ARMAConv,fpdnmf,PAM,4,0.4573994576931,0.9126711292728951,0.06161830178730875
8,L3ARMAConv,fpdnmf,PAM,5,0.5005334615707397,0.7041239467672669,0.029206965300932555
9,L3ARMAConv,fpdnmf,PAM,6,0.4774027168750763,0.6658553441770083,0.013057953346555488
10,L3ARMAConv,fpdnmf,COMMONNN,43,-0.12395395613468004,5.583390196958264e-05,0.00022238112471371736
11,L3ARMAConv,fpdnmf,AFFINITY_PROPAGATION,11,0.518380343914032,0.8791448022055234,0.004246410285111144
12,L3ARMAConv,fpdnmf,AGGLOMERATIVE_CLUSTERING,2,0.5805136611572808,0.26870838840005634,0.2199647624640879
13,L3ARMAConv,fpdnmf,AGGLOMERATIVE_CLUSTERING,3,0.4665081376068149,0.1933924201699512,0.1106541575632952
14,L3ARMAConv,fpdnmf,AGGLOMERATIVE_CLUSTERING,4,0.483028508185096,0.18414472727710943,0.049696961271970964
15,L3ARMAConv,fpdnmf,AGGLOMERATIVE_CLUSTERING,5,0.4607760741390588,0.28593104361742816,0.031741509545350675
16,L3ARMAConv,fpdnmf,AGGLOMERATIVE_CLUSTERING,6,0.4796882487197177,0.39563851257944055,0.01607426541069099
17,L3ARMAConv,fpdnmf,BRICH,2,0.5484544038772583,0.42131484844586087,0.24710718877478138
18,L3ARMAConv,fpdnmf,BRICH,3,0.5179290771484375,0.7116962164563068,0.09163944596847133
19,L3ARMAConv,fpdnmf,BRICH,4,0.4635818898677826,0.8718150871181216,0.05966220569976347
20,L3ARMAConv,fpdnmf,BRICH,5,0.4647485911846161,0.793478143407467,0.018748062430696703
21,L3ARMAConv,fpdnmf,BRICH,6,0.4562743008136749,0.8775139564675977,0.015269405951860741
22,L3ARMAConv,fpdnmf,MEANSHIFT,5,0.46810242732231055,0.6580083515197237,0.006095757192525646
23,L3ARMAConv,fpdnmf,SPECTRAL_CLUSTERING,2,0.5737852640792377,0.712983224402636,0.24047237345438963
24,L3ARMAConv,fpdnmf,SPECTRAL_CLUSTERING,3,0.49277281289328695,0.41449970671436454,0.07010892343564075
25,L3ARMAConv,fpdnmf,SPECTRAL_CLUSTERING,4,0.4274792487189512,0.4118150650789222,0.03899138663201892
26,L3ARMAConv,fpdnmf,SPECTRAL_CLUSTERING,5,0.4281266704668177,0.6562800392446289,0.02336597540052217
